pair_id,layer_id,feature_boundary,visual_token_grid,alignment_method,token_manhattan_distance,token_count,cosine_distance,relative_l2_distance
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,0,4,"{""count"": 4, ""mean"": 0.005092337727546692, ""median"": 0.005215972661972046, ""p90"": 0.008956307172775268, ""min"": 0.000708460807800293, ""max"": 0.009228944778442383, ""std"": 0.0037293543037451153}","{""count"": 4, ""mean"": 0.1261813659220934, ""median"": 0.12927872315049171, ""p90"": 0.1655592441558838, ""min"": 0.07386116683483124, ""max"": 0.1723068505525589, ""std"": 0.03784050116729976}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,1,9,"{""count"": 9, ""mean"": 0.02908084127638075, ""median"": 0.0019475817680358887, ""p90"": 0.06308977603912358, ""min"": 0.00016820430755615234, ""max"": 0.23042261600494385, ""std"": 0.07145949201273294}","{""count"": 9, ""mean"": 0.20163645574616063, ""median"": 0.06799034029245377, ""p90"": 0.47023632526397713, ""min"": 0.023821765556931496, ""max"": 0.8479582071304321, ""std"": 0.2539086142427248}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,2,11,"{""count"": 11, ""mean"": 0.02077250589023937, ""median"": 0.0003876686096191406, ""p90"": 0.030202865600585938, ""min"": 3.8564205169677734e-05, ""max"": 0.17732733488082886, ""std"": 0.050395810676642706}","{""count"": 11, ""mean"": 0.13408664732494138, ""median"": 0.04997235909104347, ""p90"": 0.3886263072490692, ""min"": 0.014179792255163193, ""max"": 0.5898185968399048, ""std"": 0.18405026618272105}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,3,9,"{""count"": 9, ""mean"": 0.0016952157020568848, ""median"": 0.0006490945816040039, ""p90"": 0.0047143220901489265, ""min"": 5.179643630981445e-05, ""max"": 0.007648110389709473, ""std"": 0.0024183800395153705}","{""count"": 9, ""mean"": 0.08402831924872266, ""median"": 0.0603344701230526, ""p90"": 0.18634119927883147, ""min"": 0.015340213663876057, ""max"": 0.1874357908964157, ""std"": 0.06779283187266696}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,4,10,"{""count"": 10, ""mean"": 0.0011941790580749512, ""median"": 0.00013494491577148438, ""p90"": 0.002460211515426634, ""min"": 3.2007694244384766e-05, ""max"": 0.007390379905700684, ""std"": 0.0021752962187327955}","{""count"": 10, ""mean"": 0.04033292001113296, ""median"": 0.020989825017750263, ""p90"": 0.08335341662168501, ""min"": 0.008042339235544205, ""max"": 0.12926211953163147, ""std"": 0.037525328534293134}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,5,11,"{""count"": 11, ""mean"": 0.0013130578127774324, ""median"": 0.0003642439842224121, ""p90"": 0.004388689994812012, ""min"": 7.396936416625977e-05, ""max"": 0.006662547588348389, ""std"": 0.002066744135124969}","{""count"": 11, ""mean"": 0.042816532267765564, ""median"": 0.034243665635585785, ""p90"": 0.10386363416910172, ""min"": 0.012423481792211533, ""max"": 0.11649712920188904, ""std"": 0.03417612557692084}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,6,12,"{""count"": 12, ""mean"": 0.021521851420402527, ""median"": 0.0003402531147003174, ""p90"": 0.017984724044799814, ""min"": 9.000301361083984e-05, ""max"": 0.23367643356323242, ""std"": 0.06418890482495496}","{""count"": 12, ""mean"": 0.12688179383985698, ""median"": 0.03637422062456608, ""p90"": 0.3700368054211141, ""min"": 0.013451681472361088, ""max"": 0.704889178276062, ""std"": 0.20141630411176029}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,7,13,"{""count"": 13, ""mean"": 0.009776303401360145, ""median"": 0.00043529272079467773, ""p90"": 0.003939056396484378, ""min"": 5.0902366638183594e-05, ""max"": 0.11787444353103638, ""std"": 0.03122702785116191}","{""count"": 13, ""mean"": 0.09511902985664514, ""median"": 0.03828147053718567, ""p90"": 0.18264195322990423, ""min"": 0.010094057768583298, ""max"": 0.6139988899230957, ""std"": 0.15780274969548852}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,8,14,"{""count"": 14, ""mean"": 0.000890676464353289, ""median"": 0.0004272758960723877, ""p90"": 0.0022721767425537102, ""min"": 4.851818084716797e-05, ""max"": 0.004616856575012207, ""std"": 0.0012309675133260801}","{""count"": 14, ""mean"": 0.04371765575238636, ""median"": 0.0360520351678133, ""p90"": 0.07725888676941392, ""min"": 0.010752344503998756, ""max"": 0.12644442915916443, ""std"": 0.030330300040211342}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,9,15,"{""count"": 15, ""mean"": 0.015450561046600341, ""median"": 0.00021034479141235352, ""p90"": 0.0019069433212280265, ""min"": 4.780292510986328e-05, ""max"": 0.225996196269989, ""std"": 0.05627463875323881}","{""count"": 15, ""mean"": 0.11495947111397982, ""median"": 0.04819070175290108, ""p90"": 0.09477466940879822, ""min"": 0.009798414073884487, ""max"": 1.073022484779358, ""std"": 0.2574135654275755}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,10,16,"{""count"": 16, ""mean"": 0.0038502924144268036, ""median"": 0.0004417896270751953, ""p90"": 0.013502448797225952, ""min"": 6.985664367675781e-05, ""max"": 0.029843568801879883, ""std"": 0.009068704810464399}","{""count"": 16, ""mean"": 0.07886285235872492, ""median"": 0.03284814953804016, ""p90"": 0.2037212923169136, ""min"": 0.015022083185613155, ""max"": 0.3197530210018158, ""std"": 0.08850942389409519}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,11,13,"{""count"": 13, ""mean"": 0.0015046321428739107, ""median"": 0.00023615360260009766, ""p90"": 0.005322813987731938, ""min"": 4.404783248901367e-05, ""max"": 0.010609924793243408, ""std"": 0.003118137145104905}","{""count"": 13, ""mean"": 0.05761966725381521, ""median"": 0.035718921571969986, ""p90"": 0.13903974443674091, ""min"": 0.017545092850923538, ""max"": 0.18580420315265656, ""std"": 0.05140213223560108}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,12,13,"{""count"": 13, ""mean"": 0.0002511739730834961, ""median"": 0.00013583898544311523, ""p90"": 0.0005407929420471194, ""min"": 4.2438507080078125e-05, ""max"": 0.0010101795196533203, ""std"": 0.000269053056752574}","{""count"": 13, ""mean"": 0.028256543840353306, ""median"": 0.020953379571437836, ""p90"": 0.0549355834722519, ""min"": 0.010171194560825825, ""max"": 0.06025625392794609, ""std"": 0.015855971305832606}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,13,13,"{""count"": 13, ""mean"": 0.00045129886040320765, ""median"": 0.00018477439880371094, ""p90"": 0.001022922992706299, ""min"": 3.355741500854492e-05, ""max"": 0.002304673194885254, ""std"": 0.000620165234180519}","{""count"": 13, ""mean"": 0.03612121789214703, ""median"": 0.02235710434615612, ""p90"": 0.07577746957540515, ""min"": 0.01022491417825222, ""max"": 0.1006912887096405, ""std"": 0.027802222500671665}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,14,13,"{""count"": 13, ""mean"": 0.0002608390954824594, ""median"": 0.0001195669174194336, ""p90"": 0.0007083415985107423, ""min"": 2.7477741241455078e-05, ""max"": 0.000854790210723877, ""std"": 0.0002770613376268045}","{""count"": 13, ""mean"": 0.030637385252003487, ""median"": 0.022715793922543526, ""p90"": 0.06264602020382883, ""min"": 0.0077835386618971825, ""max"": 0.07932457327842712, ""std"": 0.02036390049708106}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,15,13,"{""count"": 13, ""mean"": 0.00010940203299889198, ""median"": 9.751319885253906e-05, ""p90"": 0.00019991397857666018, ""min"": 2.682209014892578e-05, ""max"": 0.00024074316024780273, ""std"": 6.608630236273281e-05}","{""count"": 13, ""mean"": 0.016851181737505473, ""median"": 0.015671608969569206, ""p90"": 0.027058432623744015, ""min"": 0.007318385876715183, ""max"": 0.0325898751616478, ""std"": 0.007058741644482425}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,16,13,"{""count"": 13, ""mean"": 0.00011487649037287786, ""median"": 8.112192153930664e-05, ""p90"": 0.000223231315612793, ""min"": 3.260374069213867e-05, ""max"": 0.00031059980392456055, ""std"": 8.219027951172045e-05}","{""count"": 13, ""mean"": 0.020714852600716628, ""median"": 0.01823326013982296, ""p90"": 0.027860496565699583, ""min"": 0.01395205408334732, ""max"": 0.04273500666022301, ""std"": 0.0074656028933766504}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,17,13,"{""count"": 13, ""mean"": 0.00014246885593120867, ""median"": 4.8100948333740234e-05, ""p90"": 0.00038468837738037115, ""min"": 2.682209014892578e-05, ""max"": 0.0005245208740234375, ""std"": 0.00015984152177538934}","{""count"": 13, ""mean"": 0.01810704952535721, ""median"": 0.012057782150804996, ""p90"": 0.03374276012182236, ""min"": 0.00935536902397871, ""max"": 0.041457369923591614, ""std"": 0.011087683324054973}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,18,13,"{""count"": 13, ""mean"": 0.00011521119337815505, ""median"": 4.9173831939697266e-05, ""p90"": 0.00031965970993042003, ""min"": 2.1278858184814453e-05, ""max"": 0.0004222393035888672, ""std"": 0.00012523318406957272}","{""count"": 13, ""mean"": 0.01684223538121352, ""median"": 0.011153376661241055, ""p90"": 0.03013245798647404, ""min"": 0.008758756332099438, ""max"": 0.03166742995381355, ""std"": 0.008975617231848369}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,19,13,"{""count"": 13, ""mean"": 7.253426771897536e-05, ""median"": 4.410743713378906e-05, ""p90"": 0.00014413595199584963, ""min"": 2.1338462829589844e-05, ""max"": 0.00020462274551391602, ""std"": 5.497579016736454e-05}","{""count"": 13, ""mean"": 0.01454525261830825, ""median"": 0.013072418980300426, ""p90"": 0.023062774911522865, ""min"": 0.0074993036687374115, ""max"": 0.02472791075706482, ""std"": 0.0056930844285058586}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,20,13,"{""count"": 13, ""mean"": 0.0001456462419950045, ""median"": 3.516674041748047e-05, ""p90"": 0.0003885030746459963, ""min"": 2.3424625396728516e-05, ""max"": 0.0007612109184265137, ""std"": 0.00020912693813242316}","{""count"": 13, ""mean"": 0.017922811174335387, ""median"": 0.010012865997850895, ""p90"": 0.03649373054504395, ""min"": 0.006888506468385458, ""max"": 0.039641838520765305, ""std"": 0.011471141291858963}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,21,13,"{""count"": 13, ""mean"": 9.398735486544095e-05, ""median"": 4.1604042053222656e-05, ""p90"": 0.00016829967498779302, ""min"": 1.609325408935547e-05, ""max"": 0.0005388855934143066, ""std"": 0.00013629531868566424}","{""count"": 13, ""mean"": 0.017664521681861237, ""median"": 0.01463411096483469, ""p90"": 0.03281113803386689, ""min"": 0.005739378742873669, ""max"": 0.04626662656664848, ""std"": 0.011513809622613636}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,22,13,"{""count"": 13, ""mean"": 4.686759068415715e-05, ""median"": 3.0875205993652344e-05, ""p90"": 9.243488311767583e-05, ""min"": 1.4841556549072266e-05, ""max"": 0.00021505355834960938, ""std"": 5.350449495701301e-05}","{""count"": 13, ""mean"": 0.014150445027133593, ""median"": 0.01352520938962698, ""p90"": 0.02476222068071366, ""min"": 0.005784422624856234, ""max"": 0.03315345197916031, ""std"": 0.008004399398498709}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,23,13,"{""count"": 13, ""mean"": 7.679370733407828e-05, ""median"": 4.0590763092041016e-05, ""p90"": 7.21573829650879e-05, ""min"": 1.806020736694336e-05, ""max"": 0.0005350708961486816, ""std"": 0.00013324497928538832}","{""count"": 13, ""mean"": 0.017391395934212666, ""median"": 0.010423428378999233, ""p90"": 0.023431779444217683, ""min"": 0.00606186967343092, ""max"": 0.06889401376247406, ""std"": 0.01591423974793169}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,24,13,"{""count"": 13, ""mean"": 0.0001762555195735051, ""median"": 2.682209014892578e-05, ""p90"": 7.743835449218754e-05, ""min"": 1.6391277313232422e-05, ""max"": 0.0019284486770629883, ""std"": 0.0005061157346245017}","{""count"": 13, ""mean"": 0.020909775263414934, ""median"": 0.01240203995257616, ""p90"": 0.0427633631974459, ""min"": 0.007091730833053589, ""max"": 0.10252843052148819, ""std"": 0.02580935858765563}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,25,13,"{""count"": 13, ""mean"": 0.00011176787889920748, ""median"": 2.7894973754882812e-05, ""p90"": 0.00014659166336059574, ""min"": 1.3232231140136719e-05, ""max"": 0.0009269118309020996, ""std"": 0.0002386404800383239}","{""count"": 13, ""mean"": 0.02204446716663929, ""median"": 0.014027215540409088, ""p90"": 0.04746321253478528, ""min"": 0.00559238763526082, ""max"": 0.09006676077842712, ""std"": 0.02308634185173576}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,26,12,"{""count"": 12, ""mean"": 0.00022009511788686117, ""median"": 2.524256706237793e-05, ""p90"": 0.00024906992912292485, ""min"": 1.9371509552001953e-05, ""max"": 0.0019407868385314941, ""std"": 0.000523697862299303}","{""count"": 12, ""mean"": 0.020247074542567134, ""median"": 0.01339488523080945, ""p90"": 0.04645752403885127, ""min"": 0.006269347388297319, ""max"": 0.07018032670021057, ""std"": 0.019038180641238456}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,27,10,"{""count"": 10, ""mean"": 4.466772079467773e-05, ""median"": 2.872943878173828e-05, ""p90"": 8.201599121093747e-05, ""min"": 1.4901161193847656e-05, ""max"": 0.00015819072723388672, ""std"": 4.11996876502769e-05}","{""count"": 10, ""mean"": 0.011319371638819575, ""median"": 0.009347085375338793, ""p90"": 0.018238241225481032, ""min"": 0.006173852831125259, ""max"": 0.021919040009379387, ""std"": 0.004709739554923134}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,28,8,"{""count"": 8, ""mean"": 4.050135612487793e-05, ""median"": 3.471970558166504e-05, ""p90"": 7.399916648864746e-05, ""min"": 1.6927719116210938e-05, ""max"": 7.838010787963867e-05, ""std"": 2.3430596475106307e-05}","{""count"": 8, ""mean"": 0.013609322253614664, ""median"": 0.012268902268260717, ""p90"": 0.017896591685712337, ""min"": 0.008899464271962643, ""max"": 0.02282687835395336, ""std"": 0.003970036714882216}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,29,7,"{""count"": 7, ""mean"": 5.9408800942557196e-05, ""median"": 2.0623207092285156e-05, ""p90"": 0.00013185739517211924, ""min"": 1.728534698486328e-05, ""max"": 0.0002891421318054199, ""std"": 9.383235779521288e-05}","{""count"": 7, ""mean"": 0.015014597879988807, ""median"": 0.01044499408453703, ""p90"": 0.025093137472867975, ""min"": 0.0073640597984194756, ""max"": 0.038304295390844345, ""std"": 0.009932896770772442}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,30,6,"{""count"": 6, ""mean"": 6.138285001118977e-05, ""median"": 2.5898218154907227e-05, ""p90"": 0.00013950467109680176, ""min"": 1.800060272216797e-05, ""max"": 0.00023663043975830078, ""std"": 7.883006217476272e-05}","{""count"": 6, ""mean"": 0.023280646574373048, ""median"": 0.01260726572945714, ""p90"": 0.049768220633268356, ""min"": 0.006250824313610792, ""max"": 0.055737338960170746, ""std"": 0.01924679717639656}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,31,5,"{""count"": 5, ""mean"": 9.25898551940918e-05, ""median"": 2.4437904357910156e-05, ""p90"": 0.0002322196960449219, ""min"": 1.7940998077392578e-05, ""max"": 0.0003579854965209961, ""std"": 0.0001330174869761679}","{""count"": 5, ""mean"": 0.028987991251051427, ""median"": 0.013399751856923103, ""p90"": 0.06495914161205292, ""min"": 0.007190163247287273, ""max"": 0.0950084775686264, ""std"": 0.0332902001037685}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,32,4,"{""count"": 4, ""mean"": 4.653632640838623e-05, ""median"": 4.029273986816406e-05, ""p90"": 8.400678634643555e-05, ""min"": 1.2218952178955078e-05, ""max"": 9.334087371826172e-05, ""std"": 3.3198486272462194e-05}","{""count"": 4, ""mean"": 0.015857978374697268, ""median"": 0.01492249476723373, ""p90"": 0.025973957963287834, ""min"": 0.006060059182345867, ""max"": 0.027526864781975746, ""std"": 0.009277165140831482}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,33,3,"{""count"": 3, ""mean"": 0.00010653336842854817, ""median"": 5.066394805908203e-05, ""p90"": 0.0002129793167114258, ""min"": 1.537799835205078e-05, ""max"": 0.0002535581588745117, ""std"": 0.00010495551856522014}","{""count"": 3, ""mean"": 0.016363355331122875, ""median"": 0.01324795838445425, ""p90"": 0.020972864143550395, ""min"": 0.012938017025589943, ""max"": 0.022904090583324432, ""std"": 0.0046267288041716755}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,34,2,"{""count"": 2, ""mean"": 0.00022658705711364746, ""median"": 0.00022658705711364746, ""p90"": 0.00034376978874206543, ""min"": 8.0108642578125e-05, ""max"": 0.0003730654716491699, ""std"": 0.00014647841453552246}","{""count"": 2, ""mean"": 0.028591640293598175, ""median"": 0.028591640293598175, ""p90"": 0.03204183727502823, ""min"": 0.024278894066810608, ""max"": 0.03290438652038574, ""std"": 0.004312746226787567}"
pair_000001,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,35,1,"{""count"": 1, ""mean"": 3.0219554901123047e-05, ""median"": 3.0219554901123047e-05, ""p90"": 3.0219554901123047e-05, ""min"": 3.0219554901123047e-05, ""max"": 3.0219554901123047e-05, ""std"": 0.0}","{""count"": 1, ""mean"": 0.008330504409968853, ""median"": 0.008330504409968853, ""p90"": 0.008330504409968853, ""min"": 0.008330504409968853, ""max"": 0.008330504409968853, ""std"": 0.0}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,0,43,"{""count"": 43, ""mean"": 0.11793761197910753, ""median"": 0.12511873245239258, ""p90"": 0.19925211668014525, ""min"": 0.0022205710411071777, ""max"": 0.23942029476165771, ""std"": 0.06583109101560301}","{""count"": 43, ""mean"": 0.6325782080029332, ""median"": 0.5656676292419434, ""p90"": 0.8352769017219543, ""min"": 0.0704115629196167, ""max"": 3.262167453765869, ""std"": 0.49057533346276727}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,1,31,"{""count"": 31, ""mean"": 0.02656726683339765, ""median"": 0.002120494842529297, ""p90"": 0.10046988725662231, ""min"": 0.00028228759765625, ""max"": 0.18513697385787964, ""std"": 0.04632284168980058}","{""count"": 31, ""mean"": 0.30691169172285065, ""median"": 0.08951766788959503, ""p90"": 0.64231938123703, ""min"": 0.026000408455729485, ""max"": 3.0764758586883545, ""std"": 0.568503600639153}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,2,25,"{""count"": 25, ""mean"": 0.001548163890838623, ""median"": 0.000560760498046875, ""p90"": 0.002532279491424561, ""min"": 0.00020045042037963867, ""max"": 0.015460431575775146, ""std"": 0.003038228765398225}","{""count"": 25, ""mean"": 0.07403715819120407, ""median"": 0.05140967667102814, ""p90"": 0.1408767014741898, ""min"": 0.020628994330763817, ""max"": 0.2562173902988434, ""std"": 0.05494937945442163}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,3,23,"{""count"": 23, ""mean"": 0.002031061960303265, ""median"": 0.0004240274429321289, ""p90"": 0.006353604793548587, ""min"": 0.00011551380157470703, ""max"": 0.013031542301177979, ""std"": 0.0036234546796900177}","{""count"": 23, ""mean"": 0.07061621809945158, ""median"": 0.05535208061337471, ""p90"": 0.16907406151294713, ""min"": 0.015225662849843502, ""max"": 0.2253860980272293, ""std"": 0.059762783246022584}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,4,21,"{""count"": 21, ""mean"": 0.00764142047791254, ""median"": 0.003972887992858887, ""p90"": 0.022324442863464355, ""min"": 0.00017344951629638672, ""max"": 0.03078019618988037, ""std"": 0.00939437266824906}","{""count"": 21, ""mean"": 0.1843515820801258, ""median"": 0.10292388498783112, ""p90"": 0.29469361901283264, ""min"": 0.04531805217266083, ""max"": 0.8412195444107056, ""std"": 0.176061372060332}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,5,13,"{""count"": 13, ""mean"": 0.0016063497616694523, ""median"": 0.0008856058120727539, ""p90"": 0.003860890865325929, ""min"": 0.00019568204879760742, ""max"": 0.005850791931152344, ""std"": 0.0016366016555928618}","{""count"": 13, ""mean"": 0.0791683287288134, ""median"": 0.08260542154312134, ""p90"": 0.12111684232950211, ""min"": 0.022959595546126366, ""max"": 0.1824495941400528, ""std"": 0.04613323967356661}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,6,13,"{""count"": 13, ""mean"": 0.0009615375445439265, ""median"": 0.00026857852935791016, ""p90"": 0.0031938314437866223, ""min"": 0.00011044740676879883, ""max"": 0.00451207160949707, ""std"": 0.0013909413955475636}","{""count"": 13, ""mean"": 0.05019285049862587, ""median"": 0.029469076544046402, ""p90"": 0.10953205376863483, ""min"": 0.01547181699424982, ""max"": 0.15585996210575104, ""std"": 0.04133274508602025}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,7,13,"{""count"": 13, ""mean"": 0.01068705778855544, ""median"": 0.0004850625991821289, ""p90"": 0.026859974861145035, ""min"": 0.0001239180564880371, ""max"": 0.09579479694366455, ""std"": 0.025951514479025998}","{""count"": 13, ""mean"": 0.10325055440457967, ""median"": 0.05072009563446045, ""p90"": 0.24182286262512218, ""min"": 0.022457677870988846, ""max"": 0.4656391441822052, ""std"": 0.12244391242938166}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,8,13,"{""count"": 13, ""mean"": 0.012925684452056885, ""median"": 0.000886380672454834, ""p90"": 0.0020474672317504885, ""min"": 0.00030219554901123047, ""max"": 0.1559007167816162, ""std"": 0.041276813470896845}","{""count"": 13, ""mean"": 0.13092715823306486, ""median"": 0.07762691378593445, ""p90"": 0.21807087659835817, ""min"": 0.027027877047657967, ""max"": 0.5918613076210022, ""std"": 0.1454288421953348}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,9,13,"{""count"": 13, ""mean"": 0.005748088543231671, ""median"": 0.0013592243194580078, ""p90"": 0.014467370510101323, ""min"": 0.00014102458953857422, ""max"": 0.03521615266799927, ""std"": 0.009549506346704323}","{""count"": 13, ""mean"": 0.09405164936414132, ""median"": 0.059106145054101944, ""p90"": 0.17310139834880833, ""min"": 0.019885236397385597, ""max"": 0.347429484128952, ""std"": 0.08596118324810613}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,10,13,"{""count"": 13, ""mean"": 0.000637352466583252, ""median"": 0.0002123117446899414, ""p90"": 0.0014977693557739265, ""min"": 6.35981559753418e-05, ""max"": 0.003884732723236084, ""std"": 0.0010293701245531915}","{""count"": 13, ""mean"": 0.04556250385940075, ""median"": 0.03267599269747734, ""p90"": 0.10371808260679247, ""min"": 0.011821678839623928, ""max"": 0.16791380941867828, ""std"": 0.04479088246953834}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,11,13,"{""count"": 13, ""mean"": 0.002468989445612981, ""median"": 0.0015251636505126953, ""p90"": 0.006094157695770266, ""min"": 8.130073547363281e-05, ""max"": 0.011471688747406006, ""std"": 0.0031751596766694218}","{""count"": 13, ""mean"": 0.10487256987163654, ""median"": 0.10234211385250092, ""p90"": 0.22349305152893068, ""min"": 0.02025781199336052, ""max"": 0.26537513732910156, ""std"": 0.07955178826754856}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,12,13,"{""count"": 13, ""mean"": 0.0029008113420926607, ""median"": 0.0007344484329223633, ""p90"": 0.009259200096130375, ""min"": 4.70280647277832e-05, ""max"": 0.014780879020690918, ""std"": 0.004435654848527432}","{""count"": 13, ""mean"": 0.08498017103053056, ""median"": 0.050065137445926666, ""p90"": 0.2474631100893022, ""min"": 0.014675986021757126, ""max"": 0.30768734216690063, ""std"": 0.09286183312801871}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,13,13,"{""count"": 13, ""mean"": 0.0007151686228238619, ""median"": 0.00021713972091674805, ""p90"": 0.0015350222587585457, ""min"": 0.00010055303573608398, ""max"": 0.004511654376983643, ""std"": 0.0011770565607729703}","{""count"": 13, ""mean"": 0.050861620845702976, ""median"": 0.04612600430846214, ""p90"": 0.10556437224149708, ""min"": 0.01517527736723423, ""max"": 0.11648387461900711, ""std"": 0.03212563297982655}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,14,13,"{""count"": 13, ""mean"": 0.06876924404731163, ""median"": 0.007784485816955566, ""p90"": 0.19684510231018065, ""min"": 0.00034058094024658203, ""max"": 0.2515471577644348, ""std"": 0.09358908254264348}","{""count"": 13, ""mean"": 0.6165938887458581, ""median"": 0.20520080626010895, ""p90"": 1.4854267835617072, ""min"": 0.06843920797109604, ""max"": 2.999180555343628, ""std"": 0.8038316999478784}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,15,13,"{""count"": 13, ""mean"": 0.04374480705994826, ""median"": 0.005102574825286865, ""p90"": 0.12386435270309455, ""min"": 0.00014084577560424805, ""max"": 0.31105566024780273, ""std"": 0.08592368751260752}","{""count"": 13, ""mean"": 0.31916803350815404, ""median"": 0.16138170659542084, ""p90"": 0.7805013060569765, ""min"": 0.01680770143866539, ""max"": 1.5762524604797363, ""std"": 0.4297507302000403}"
pair_000002,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,16,13,"{""count"": 13, ""mean"": 0.0006089623157794659, ""median"": 0.00027424097061157227, ""p90"": 0.001215076446533204, ""min"": 9.804964065551758e-05, ""max"": 0.003733396530151367, ""std"": 0.0009573949387300442}","{""count"": 13, ""mean"": 0.051005272194743156, ""median"": 0.032750677317380905, ""p90"": 0.10380703508853913, ""min"": 0.018711822107434273, ""max"": 0.14350195229053497, ""std"": 0.0384294811808768}"
