pair_id,layer_id,feature_boundary,visual_token_grid,alignment_method,token_manhattan_distance,token_count,cosine_distance,relative_l2_distance
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,30,6,"{""count"": 6, ""mean"": 3.136197725931803e-05, ""median"": 2.256035804748535e-05, ""p90"": 5.632638931274414e-05, ""min"": 1.3828277587890625e-05, ""max"": 8.237361907958984e-05, ""std"": 2.3413485846809105e-05}","{""count"": 6, ""mean"": 0.01147961748453478, ""median"": 0.010143271647393703, ""p90"": 0.018000015057623386, ""min"": 0.005855243187397718, ""max"": 0.02310633659362793, ""std"": 0.00584901669211987}"
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,31,5,"{""count"": 5, ""mean"": 2.4569034576416015e-05, ""median"": 2.193450927734375e-05, ""p90"": 4.030466079711914e-05, ""min"": 7.987022399902344e-06, ""max"": 4.70280647277832e-05, ""std"": 1.3396461823035968e-05}","{""count"": 5, ""mean"": 0.010104953683912754, ""median"": 0.00984921958297491, ""p90"": 0.014090280234813691, ""min"": 0.005830819718539715, ""max"": 0.016496600583195686, ""std"": 0.0035870599779309173}"
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,32,4,"{""count"": 4, ""mean"": 3.796815872192383e-05, ""median"": 3.4302473068237305e-05, ""p90"": 6.918907165527345e-05, ""min"": 9.357929229736328e-06, ""max"": 7.390975952148438e-05, ""std"": 2.8622241031975176e-05}","{""count"": 4, ""mean"": 0.009691556682810187, ""median"": 0.008922448847442865, ""p90"": 0.013641037233173848, ""min"": 0.006101143546402454, ""max"": 0.014820185489952564, ""std"": 0.0034683223392623}"
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,33,3,"{""count"": 3, ""mean"": 4.035234451293945e-05, ""median"": 3.254413604736328e-05, ""p90"": 6.88314437866211e-05, ""min"": 1.0609626770019531e-05, ""max"": 7.790327072143555e-05, ""std"": 2.8021833376213495e-05}","{""count"": 3, ""mean"": 0.014318134325246016, ""median"": 0.0166688971221447, ""p90"": 0.020666106790304183, ""min"": 0.004620096646249294, ""max"": 0.021665409207344055, ""std"": 0.0071544966919094965}"
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,34,2,"{""count"": 2, ""mean"": 0.00045937299728393555, ""median"": 0.00045937299728393555, ""p90"": 0.0008133292198181152, ""min"": 1.6927719116210938e-05, ""max"": 0.0009018182754516602, ""std"": 0.0004424452781677246}","{""count"": 2, ""mean"": 0.026506741996854544, ""median"": 0.026506741996854544, ""p90"": 0.041994051169604064, ""min"": 0.0071476055309176445, ""max"": 0.04586587846279144, ""std"": 0.0193591364659369}"
pair_000062,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,35,1,"{""count"": 1, ""mean"": 2.9325485229492188e-05, ""median"": 2.9325485229492188e-05, ""p90"": 2.9325485229492188e-05, ""min"": 2.9325485229492188e-05, ""max"": 2.9325485229492188e-05, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009505882859230042, ""median"": 0.009505882859230042, ""p90"": 0.009505882859230042, ""min"": 0.009505882859230042, ""max"": 0.009505882859230042, ""std"": 0.0}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,0,8,"{""count"": 8, ""mean"": 0.02742614597082138, ""median"": 0.01823645830154419, ""p90"": 0.06371448040008545, ""min"": 1.8477439880371094e-05, ""max"": 0.07043200731277466, ""std"": 0.028183963068909024}","{""count"": 8, ""mean"": 0.18954486458096653, ""median"": 0.19185838103294373, ""p90"": 0.3742791473865509, ""min"": 0.006302559748291969, ""max"": 0.3751147389411926, ""std"": 0.159057382357687}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,1,19,"{""count"": 19, ""mean"": 0.003072948832260935, ""median"": 0.0005750060081481934, ""p90"": 0.009891045093536376, ""min"": 2.205371856689453e-05, ""max"": 0.012544870376586914, ""std"": 0.00418732605124077}","{""count"": 19, ""mean"": 0.06826721095038872, ""median"": 0.04679928347468376, ""p90"": 0.15767522752285001, ""min"": 0.006778568495064974, ""max"": 0.1688375622034073, ""std"": 0.05315509790654824}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,2,21,"{""count"": 21, ""mean"": 0.00026547341119675407, ""median"": 0.00012642145156860352, ""p90"": 0.0005132555961608887, ""min"": 1.8417835235595703e-05, ""max"": 0.0021161437034606934, ""std"": 0.0004442071964533745}","{""count"": 21, ""mean"": 0.02141325661380376, ""median"": 0.018063489347696304, ""p90"": 0.03737673908472061, ""min"": 0.006128885317593813, ""max"": 0.06828700006008148, ""std"": 0.014488010743962984}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,3,22,"{""count"": 22, ""mean"": 0.00024407018314708364, ""median"": 0.00017586350440979004, ""p90"": 0.0005113661289215085, ""min"": 1.8775463104248047e-05, ""max"": 0.0014979839324951172, ""std"": 0.0003348766936887053}","{""count"": 22, ""mean"": 0.024620519421825356, ""median"": 0.022847519256174564, ""p90"": 0.05715170651674269, ""min"": 0.0063742995262146, ""max"": 0.07358015328645706, ""std"": 0.018686511898545893}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,4,25,"{""count"": 25, ""mean"": 0.0006822729110717773, ""median"": 4.971027374267578e-05, ""p90"": 0.0019335269927978553, ""min"": 1.4841556549072266e-05, ""max"": 0.006358504295349121, ""std"": 0.0017452814877238216}","{""count"": 25, ""mean"": 0.028497633766382934, ""median"": 0.012647214345633984, ""p90"": 0.07566302418708802, ""min"": 0.005505874752998352, ""max"": 0.15243248641490936, ""std"": 0.03747085021684413}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,5,28,"{""count"": 28, ""mean"": 0.0007193088531494141, ""median"": 2.8848648071289062e-05, ""p90"": 0.00029960870742797886, ""min"": 8.940696716308594e-06, ""max"": 0.016379237174987793, ""std"": 0.003038043272084725}","{""count"": 28, ""mean"": 0.02719119919597038, ""median"": 0.011697130743414164, ""p90"": 0.029231003671884543, ""min"": 0.005591890309005976, ""max"": 0.2670081555843353, ""std"": 0.053921174574797205}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,6,31,"{""count"": 31, ""mean"": 0.0004372750559160786, ""median"": 5.221366882324219e-05, ""p90"": 0.00031256675720214844, ""min"": 1.621246337890625e-05, ""max"": 0.010546684265136719, ""std"": 0.0018487429666601846}","{""count"": 31, ""mean"": 0.02416124287992716, ""median"": 0.01284518837928772, ""p90"": 0.044237054884433746, ""min"": 0.005804264917969704, ""max"": 0.15701934695243835, ""std"": 0.029524702764303135}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,7,22,"{""count"": 22, ""mean"": 0.0003058856183832342, ""median"": 9.936094284057617e-05, ""p90"": 0.00046001076698303194, ""min"": 1.239776611328125e-05, ""max"": 0.0027217864990234375, ""std"": 0.0006405048269297476}","{""count"": 22, ""mean"": 0.023013291562992064, ""median"": 0.018185896798968315, ""p90"": 0.032746913656592366, ""min"": 0.0050718821585178375, ""max"": 0.07686299085617065, ""std"": 0.017668733741313353}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,8,16,"{""count"": 16, ""mean"": 0.00012819096446037292, ""median"": 3.5822391510009766e-05, ""p90"": 0.0002149343490600586, ""min"": 1.6510486602783203e-05, ""max"": 0.0011226534843444824, ""std"": 0.00026716633261678865}","{""count"": 16, ""mean"": 0.01893418174586259, ""median"": 0.014314774423837662, ""p90"": 0.03779529873281717, ""min"": 0.007067264523357153, ""max"": 0.05261903256177902, ""std"": 0.013589112718235073}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,9,14,"{""count"": 14, ""mean"": 8.781892912728446e-05, ""median"": 3.0994415283203125e-05, ""p90"": 0.00015510916709899898, ""min"": 1.722574234008789e-05, ""max"": 0.0005508661270141602, ""std"": 0.00013521339915375792}","{""count"": 14, ""mean"": 0.01544984373530107, ""median"": 0.012861544266343117, ""p90"": 0.029615300707519047, ""min"": 0.006081157363951206, ""max"": 0.03370700404047966, ""std"": 0.008458091164393429}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,10,13,"{""count"": 13, ""mean"": 0.0003128831203167255, ""median"": 2.8133392333984375e-05, ""p90"": 0.0003511428833007813, ""min"": 1.6689300537109375e-05, ""max"": 0.002928435802459717, ""std"": 0.000763698511195591}","{""count"": 13, ""mean"": 0.02396498993039131, ""median"": 0.01901826076209545, ""p90"": 0.03358097635209561, ""min"": 0.008881309069693089, ""max"": 0.10474668443202972, ""std"": 0.02466993846034961}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,11,13,"{""count"": 13, ""mean"": 5.425398166363056e-05, ""median"": 2.3663043975830078e-05, ""p90"": 9.965896606445317e-05, ""min"": 1.1801719665527344e-05, ""max"": 0.00029784440994262695, ""std"": 7.478670995604484e-05}","{""count"": 13, ""mean"": 0.011181262429230489, ""median"": 0.009490975178778172, ""p90"": 0.01603819541633129, ""min"": 0.00608163932338357, ""max"": 0.02440454810857773, ""std"": 0.005173171915602639}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,12,13,"{""count"": 13, ""mean"": 7.939797181349534e-05, ""median"": 2.962350845336914e-05, ""p90"": 0.00013983249664306646, ""min"": 8.64267349243164e-06, ""max"": 0.0005169510841369629, ""std"": 0.00013164487098461276}","{""count"": 13, ""mean"": 0.019713004119694233, ""median"": 0.01395455189049244, ""p90"": 0.033801153302192695, ""min"": 0.0061757517978549, ""max"": 0.06150296330451965, ""std"": 0.014810726659820077}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,13,13,"{""count"": 13, ""mean"": 0.00013603613926814153, ""median"": 4.649162292480469e-05, ""p90"": 0.000297844409942627, ""min"": 1.6033649444580078e-05, ""max"": 0.000754237174987793, ""std"": 0.00019805879457476797}","{""count"": 13, ""mean"": 0.01666731541403211, ""median"": 0.014025848358869553, ""p90"": 0.025603859499096868, ""min"": 0.0066877566277980804, ""max"": 0.040492113679647446, ""std"": 0.009932074484193719}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,14,13,"{""count"": 13, ""mean"": 0.00013770506932185247, ""median"": 2.9146671295166016e-05, ""p90"": 0.0003389954566955567, ""min"": 1.6570091247558594e-05, ""max"": 0.0006576776504516602, ""std"": 0.00018706433731749097}","{""count"": 13, ""mean"": 0.020947962426222287, ""median"": 0.015487998723983765, ""p90"": 0.04377386905252935, ""min"": 0.008010536432266235, ""max"": 0.04827569052577019, ""std"": 0.012990535350914037}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,15,13,"{""count"": 13, ""mean"": 0.0003752800134512094, ""median"": 4.589557647705078e-05, ""p90"": 0.0011846899986267098, ""min"": 2.0802021026611328e-05, ""max"": 0.002597808837890625, ""std"": 0.0007378116117516655}","{""count"": 13, ""mean"": 0.02283737324894621, ""median"": 0.016027064993977547, ""p90"": 0.04966932125389578, ""min"": 0.007371739950031042, ""max"": 0.07488521933555603, ""std"": 0.019227761784243947}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,16,13,"{""count"": 13, ""mean"": 0.00020324725371140701, ""median"": 7.003545761108398e-05, ""p90"": 0.0007114768028259282, ""min"": 1.7523765563964844e-05, ""max"": 0.001125037670135498, ""std"": 0.00034025906931895746}","{""count"": 13, ""mean"": 0.019830668380913827, ""median"": 0.014632722362875938, ""p90"": 0.04804336577653887, ""min"": 0.0059363627806305885, ""max"": 0.06220183148980141, ""std"": 0.017119884230034684}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,17,13,"{""count"": 13, ""mean"": 0.0014327122614933895, ""median"": 4.4405460357666016e-05, ""p90"": 0.0011713862419128421, ""min"": 1.4722347259521484e-05, ""max"": 0.015753626823425293, ""std"": 0.00415075121912603}","{""count"": 13, ""mean"": 0.03866099276078435, ""median"": 0.010772161185741425, ""p90"": 0.10073311626911167, ""min"": 0.006124130450189114, ""max"": 0.20109784603118896, ""std"": 0.05516181981640147}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,18,13,"{""count"": 13, ""mean"": 6.97786991412823e-05, ""median"": 4.3392181396484375e-05, ""p90"": 0.0001466512680053711, ""min"": 1.329183578491211e-05, ""max"": 0.00016677379608154297, ""std"": 5.3823354146837726e-05}","{""count"": 13, ""mean"": 0.016155736377606027, ""median"": 0.0111592011526227, ""p90"": 0.02955607250332833, ""min"": 0.0068839238956570625, ""max"": 0.039967287331819534, ""std"": 0.010032583458731465}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,19,12,"{""count"": 12, ""mean"": 9.238719940185547e-05, ""median"": 3.978610038757324e-05, ""p90"": 0.00026234984397888194, ""min"": 1.5914440155029297e-05, ""max"": 0.00045758485794067383, ""std"": 0.00013031756715296057}","{""count"": 12, ""mean"": 0.015026805456727743, ""median"": 0.015175033826380968, ""p90"": 0.027234693989157677, ""min"": 0.005719284527003765, ""max"": 0.03087772987782955, ""std"": 0.008147150965530455}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,20,10,"{""count"": 10, ""mean"": 2.613067626953125e-05, ""median"": 2.372264862060547e-05, ""p90"": 4.171133041381836e-05, ""min"": 1.4901161193847656e-05, ""max"": 4.482269287109375e-05, ""std"": 9.398433473820425e-06}","{""count"": 10, ""mean"": 0.011270056664943694, ""median"": 0.0094186682254076, ""p90"": 0.016989096254110336, ""min"": 0.006530038081109524, ""max"": 0.020450228825211525, ""std"": 0.004148647153581481}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,21,8,"{""count"": 8, ""mean"": 6.97895884513855e-05, ""median"": 2.104043960571289e-05, ""p90"": 0.000141918659210205, ""min"": 1.6868114471435547e-05, ""max"": 0.0004164576530456543, ""std"": 0.0001310519790968114}","{""count"": 8, ""mean"": 0.016549113497603685, ""median"": 0.008928267052397132, ""p90"": 0.030657052062451833, ""min"": 0.005912089720368385, ""max"": 0.06197415292263031, ""std"": 0.017671405102928424}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,22,7,"{""count"": 7, ""mean"": 7.658345358712333e-05, ""median"": 2.3186206817626953e-05, ""p90"": 0.00018842220306396494, ""min"": 1.4543533325195312e-05, ""max"": 0.00037342309951782227, ""std"": 0.00012224812559601147}","{""count"": 7, ""mean"": 0.015935768373310566, ""median"": 0.010209286585450172, ""p90"": 0.032697999104857454, ""min"": 0.0054025654681026936, ""max"": 0.049596406519412994, ""std"": 0.014680491679108936}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,23,6,"{""count"": 6, ""mean"": 8.246302604675293e-05, ""median"": 2.2739171981811523e-05, ""p90"": 0.00021219253540039062, ""min"": 9.47713851928711e-06, ""max"": 0.0003482699394226074, ""std"": 0.00012089142394748982}","{""count"": 6, ""mean"": 0.01573709452835222, ""median"": 0.013347959611564875, ""p90"": 0.027714175172150135, ""min"": 0.006006760988384485, ""max"": 0.03590186685323715, ""std"": 0.010156214276681768}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,24,5,"{""count"": 5, ""mean"": 3.494024276733399e-05, ""median"": 1.7344951629638672e-05, ""p90"": 6.3323974609375e-05, ""min"": 1.531839370727539e-05, ""max"": 6.723403930664062e-05, ""std"": 2.2601697763577043e-05}","{""count"": 5, ""mean"": 0.012560895644128323, ""median"": 0.0093725910410285, ""p90"": 0.02211603559553623, ""min"": 0.005539490841329098, ""max"": 0.026628294959664345, ""std"": 0.007864753136614833}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,25,4,"{""count"": 4, ""mean"": 4.3973326683044434e-05, ""median"": 5.1915645599365234e-05, ""p90"": 5.9938430786132814e-05, ""min"": 1.0728836059570312e-05, ""max"": 6.133317947387695e-05, ""std"": 1.9863259050061342e-05}","{""count"": 4, ""mean"": 0.014782319543883204, ""median"": 0.014891427010297775, ""p90"": 0.01994857806712389, ""min"": 0.007379109971225262, ""max"": 0.021967314183712006, ""std"": 0.00516468690327838}"
pair_000063,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,26,2,"{""count"": 2, ""mean"": 3.597140312194824e-05, ""median"": 3.597140312194824e-05, ""p90"": 4.47690486907959e-05, ""min"": 2.4974346160888672e-05, ""max"": 4.696846008300781e-05, ""std"": 1.099705696105957e-05}","{""count"": 2, ""mean"": 0.020126277580857277, ""median"": 0.020126277580857277, ""p90"": 0.02117326892912388, ""min"": 0.018817538395524025, ""max"": 0.02143501676619053, ""std"": 0.001308739185333252}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,0,4,"{""count"": 4, ""mean"": 0.01804324984550476, ""median"": 0.0027413368225097656, ""p90"": 0.04824843406677247, ""min"": 6.55055046081543e-05, ""max"": 0.06662482023239136, ""std"": 0.028131331274131432}","{""count"": 4, ""mean"": 0.16944997431710362, ""median"": 0.061422198079526424, ""p90"": 0.4089793115854264, ""min"": 0.015100259333848953, ""max"": 0.5398552417755127, ""std"": 0.2167499669824129}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,1,9,"{""count"": 9, ""mean"": 0.0008296304278903537, ""median"": 8.368492126464844e-05, ""p90"": 0.001795637607574464, ""min"": 2.574920654296875e-05, ""max"": 0.00634843111038208, ""std"": 0.0019602508653578463}","{""count"": 9, ""mean"": 0.033346161246299744, ""median"": 0.019607054069638252, ""p90"": 0.06806293129920961, ""min"": 0.008720753714442253, ""max"": 0.12668278813362122, ""std"": 0.035882939650481685}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,2,7,"{""count"": 7, ""mean"": 0.00013030426842825755, ""median"": 3.266334533691406e-05, ""p90"": 0.00033881664276123066, ""min"": 2.473592758178711e-05, ""max"": 0.0006051063537597656, ""std"": 0.00019914916188227584}","{""count"": 7, ""mean"": 0.01484332060707467, ""median"": 0.008259320631623268, ""p90"": 0.03103767670691014, ""min"": 0.007206497248262167, ""max"": 0.04007156565785408, ""std"": 0.011903202037258923}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,3,8,"{""count"": 8, ""mean"": 5.083531141281128e-05, ""median"": 5.224347114562988e-05, ""p90"": 7.894635200500488e-05, ""min"": 1.0311603546142578e-05, ""max"": 0.00010377168655395508, ""std"": 2.714036872698861e-05}","{""count"": 8, ""mean"": 0.014259432558901608, ""median"": 0.013742798008024693, ""p90"": 0.021287462860345836, ""min"": 0.004653578624129295, ""max"": 0.027531936764717102, ""std"": 0.006455078303754242}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,4,9,"{""count"": 9, ""mean"": 0.0009900066587660047, ""median"": 0.00013828277587890625, ""p90"": 0.0018014669418334975, ""min"": 1.633167266845703e-05, ""max"": 0.008214831352233887, ""std"": 0.00255523217428788}","{""count"": 9, ""mean"": 0.03602675012209349, ""median"": 0.01876482367515564, ""p90"": 0.07288218438625338, ""min"": 0.005753098055720329, ""max"": 0.1655215471982956, ""std"": 0.04788798051456543}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,5,10,"{""count"": 10, ""mean"": 7.600188255310058e-05, ""median"": 6.407499313354492e-05, ""p90"": 0.0001479506492614746, ""min"": 1.2874603271484375e-05, ""max"": 0.00018453598022460938, ""std"": 5.1403983188658006e-05}","{""count"": 10, ""mean"": 0.016983168525621296, ""median"": 0.017190772108733654, ""p90"": 0.026980659924447536, ""min"": 0.005131214391440153, ""max"": 0.03014257363975048, ""std"": 0.0075659716350843014}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,6,11,"{""count"": 11, ""mean"": 0.00015408884395252574, ""median"": 6.0677528381347656e-05, ""p90"": 0.0004679560661315918, ""min"": 9.5367431640625e-06, ""max"": 0.0007292032241821289, ""std"": 0.00021867147391824737}","{""count"": 11, ""mean"": 0.02606967832385139, ""median"": 0.017422502860426903, ""p90"": 0.062197908759117126, ""min"": 0.004337599966675043, ""max"": 0.07988780736923218, ""std"": 0.022805887325306112}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,7,12,"{""count"": 12, ""mean"": 0.0024708459774653115, ""median"": 4.553794860839844e-05, ""p90"": 0.005589848756790163, ""min"": 1.5616416931152344e-05, ""max"": 0.022818326950073242, ""std"": 0.006361849458532773}","{""count"": 12, ""mean"": 0.06996271064660202, ""median"": 0.012080229818820953, ""p90"": 0.23607023544609554, ""min"": 0.005969760473817587, ""max"": 0.4214388430118561, ""std"": 0.12548718575519485}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,8,13,"{""count"": 13, ""mean"": 9.134182563194862e-05, ""median"": 3.898143768310547e-05, ""p90"": 0.00017654895782470709, ""min"": 1.3709068298339844e-05, ""max"": 0.000493466854095459, ""std"": 0.00012548172332229183}","{""count"": 13, ""mean"": 0.023915682417842057, ""median"": 0.013338533230125904, ""p90"": 0.037509053200483325, ""min"": 0.006048019975423813, ""max"": 0.11445862799882889, ""std"": 0.027895214244189843}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,9,14,"{""count"": 14, ""mean"": 9.072678429739816e-05, ""median"": 5.981326103210449e-05, ""p90"": 0.0002100169658660888, ""min"": 1.710653305053711e-05, ""max"": 0.000347137451171875, ""std"": 9.228392087029282e-05}","{""count"": 14, ""mean"": 0.01784092603650476, ""median"": 0.012773082591593266, ""p90"": 0.028716760873794555, ""min"": 0.007129006553441286, ""max"": 0.04997940734028816, ""std"": 0.01164398313758134}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,10,15,"{""count"": 15, ""mean"": 0.00010528961817423503, ""median"": 4.279613494873047e-05, ""p90"": 0.00021589994430541986, ""min"": 1.0788440704345703e-05, ""max"": 0.0006875395774841309, ""std"": 0.0001683202760816396}","{""count"": 15, ""mean"": 0.01857900864755114, ""median"": 0.012021837756037712, ""p90"": 0.0449755348265171, ""min"": 0.005780714564025402, ""max"": 0.0589374415576458, ""std"": 0.01587973969684697}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,11,16,"{""count"": 16, ""mean"": 0.00040040910243988037, ""median"": 0.00010564923286437988, ""p90"": 0.0008445680141448975, ""min"": 1.6450881958007812e-05, ""max"": 0.0035467147827148438, ""std"": 0.0008637440044702921}","{""count"": 16, ""mean"": 0.02786423295037821, ""median"": 0.01821256708353758, ""p90"": 0.05105830915272236, ""min"": 0.005809139925986528, ""max"": 0.0841742679476738, ""std"": 0.02185979155330021}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,12,13,"{""count"": 13, ""mean"": 0.00020939570206862228, ""median"": 4.0531158447265625e-05, ""p90"": 0.0006585478782653811, ""min"": 1.919269561767578e-05, ""max"": 0.0010350942611694336, ""std"": 0.0003088515081416786}","{""count"": 13, ""mean"": 0.027328809078496236, ""median"": 0.015386822633445263, ""p90"": 0.06622768938541414, ""min"": 0.0070138308219611645, ""max"": 0.07670889794826508, ""std"": 0.02431652341835615}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,13,13,"{""count"": 13, ""mean"": 0.0034267535576453577, ""median"": 4.571676254272461e-05, ""p90"": 0.0005037188529968264, ""min"": 1.4781951904296875e-05, ""max"": 0.043234169483184814, ""std"": 0.011492352604495567}","{""count"": 13, ""mean"": 0.07090622226062876, ""median"": 0.014399981126189232, ""p90"": 0.09504089504480363, ""min"": 0.0070616635493934155, ""max"": 0.5792800188064575, ""std"": 0.14925019891709537}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,14,13,"{""count"": 13, ""mean"": 8.57389890230619e-05, ""median"": 3.62396240234375e-05, ""p90"": 0.0002289533615112306, ""min"": 1.519918441772461e-05, ""max"": 0.0003641843795776367, ""std"": 0.00010170918145520969}","{""count"": 13, ""mean"": 0.017189659142436888, ""median"": 0.012047301977872849, ""p90"": 0.027528919279575348, ""min"": 0.0073367212899029255, ""max"": 0.06015164032578468, ""std"": 0.01396550386573617}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,15,13,"{""count"": 13, ""mean"": 0.00013594902478731595, ""median"": 3.063678741455078e-05, ""p90"": 0.000460028648376465, ""min"": 2.1517276763916016e-05, ""max"": 0.0006555914878845215, ""std"": 0.00020293680031887058}","{""count"": 13, ""mean"": 0.01747034565330698, ""median"": 0.012194636277854443, ""p90"": 0.035032246261835105, ""min"": 0.006615849677473307, ""max"": 0.05441199988126755, ""std"": 0.013551527602813177}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,16,13,"{""count"": 13, ""mean"": 0.00042721399894127477, ""median"": 3.647804260253906e-05, ""p90"": 0.0013752579689025883, ""min"": 1.3589859008789062e-05, ""max"": 0.002798318862915039, ""std"": 0.0008059879952808259}","{""count"": 13, ""mean"": 0.02391326495517905, ""median"": 0.00949140265583992, ""p90"": 0.061492435634136214, ""min"": 0.005280397832393646, ""max"": 0.09688205271959305, ""std"": 0.0273931381038761}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,17,13,"{""count"": 13, ""mean"": 0.002353365604694073, ""median"": 4.774332046508789e-05, ""p90"": 0.011777925491333018, ""min"": 1.1324882507324219e-05, ""max"": 0.014935135841369629, ""std"": 0.005288631865944104}","{""count"": 13, ""mean"": 0.04889754026841659, ""median"": 0.015064937993884087, ""p90"": 0.17869878485798846, ""min"": 0.004702628590166569, ""max"": 0.2256675511598587, ""std"": 0.07300576081940474}"
pair_000064,final,model_ready_visual,"[29, 13]",tile_mask_center_sample_to_merged_visual_token_grid,18,13,"{""count"": 13, ""mean"": 0.0004903261478130634, ""median"": 5.1021575927734375e-05, ""p90"": 0.0011052727699279786, ""min"": 1.2993812561035156e-05, ""max"": 0.003430306911468506, ""std"": 0.0009250341799373641}","{""count"": 13, ""mean"": 0.032716435057899125, ""median"": 0.017871234565973282, ""p90"": 0.07500051409006118, ""min"": 0.005205302964895964, ""max"": 0.10097761452198029, ""std"": 0.03199660687921402}"
