group,total_pages,pages_with_prior_group,exact_hit_count,exact_hit_rate,exact_hit_rate_given_prior,current_cache_config_hit_count,current_cache_config_hit_rate,current_cache_config_hit_rate_given_prior,min_dhash_p50,min_dhash_p90,min_dhash_p95,max_tile_p50,max_tile_p90,max_tile_p95,dhash_le_0_count,dhash_le_0_rate,dhash_le_2_count,dhash_le_2_rate,dhash_le_4_count,dhash_le_4_rate,dhash_le_8_count,dhash_le_8_rate,dhash_le_16_count,dhash_le_16_rate,tile_ge_0.9_count,tile_ge_0.9_rate,tile_ge_0.95_count,tile_ge_0.95_rate,tile_ge_0.98_count,tile_ge_0.98_rate,tile_ge_0.99_count,tile_ge_0.99_rate
overall,51,50,0,0.0,0.0,1,0.0196078431372549,0.02,17.0,26.0,27.0,0.0625,0.53046875,0.7035156249999998,1,0.0196078431372549,2,0.0392156862745098,4,0.0784313725490196,5,0.09803921568627451,24,0.47058823529411764,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549
same_episode,51,41,0,0.0,0.0,1,0.0196078431372549,0.024390243902439025,21.0,32.0,33.0,0.078125,0.59375,0.7421875,1,0.0196078431372549,2,0.0392156862745098,3,0.058823529411764705,3,0.058823529411764705,14,0.27450980392156865,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549
cross_episode,51,48,0,0.0,0.0,0,0.0,0.0,20.0,27.0,27.65,0.0,0.14140624999999984,0.21328124999999998,0,0.0,0,0.0,1,0.0196078431372549,2,0.0392156862745098,13,0.2549019607843137,0,0.0,0,0.0,0,0.0,0,0.0
same_task,51,41,0,0.0,0.0,1,0.0196078431372549,0.024390243902439025,21.0,32.0,33.0,0.078125,0.59375,0.7421875,1,0.0196078431372549,2,0.0392156862745098,3,0.058823529411764705,3,0.058823529411764705,14,0.27450980392156865,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549,1,0.0196078431372549
cross_task,51,48,0,0.0,0.0,0,0.0,0.0,20.0,27.0,27.65,0.0,0.14140624999999984,0.21328124999999998,0,0.0,0,0.0,1,0.0196078431372549,2,0.0392156862745098,13,0.2549019607843137,0,0.0,0,0.0,0,0.0,0,0.0
